Image Name,Detected Object,Is Pest,Confidence Level
image_00248_output.jpg.jpg,insect,False,76.19%
image_00261_output.jpg.jpg,pest,True,68.96%
image_00266_output.jpg.jpg,insect,False,59.69%
image_00269_output.jpg.jpg,insect,False,75.95%
image_00273_output.jpg.jpg,insect,False,45.15%
image_00286_output.jpg.jpg,pest,True,61.10%
image_00295_output.jpg.jpg,pest,True,66.44%
image_00297_output.jpg.jpg,pest,True,78.36%
image_00298_output.jpg.jpg,insect,False,52.68%
image_00303_output.jpg.jpg,pest,True,61.28%
image_00310_output.jpg.jpg,pest,True,53.28%
image_00311_output.jpg.jpg,pest,True,47.27%
image_00312_output.jpg.jpg,pest,True,59.18%
image_00315_output.jpg.jpg,pest,True,57.19%
image_00320_output.jpg.jpg,insect,False,77.44%
image_00324_output.jpg.jpg,pest,True,55.98%
image_00325_output.jpg.jpg,insect,False,75.50%
image_00335_output.jpg.jpg,pest,True,58.16%
image_00337_output.jpg.jpg,pest,True,79.27%
image_00341_output.jpg.jpg,pest,True,73.56%
image_00343_output.jpg.jpg,pest,True,54.20%
image_00350_output.jpg.jpg,pest,True,69.03%
image_00354_output.jpg.jpg,insect,False,65.08%
image_00360_output.jpg.jpg,pest,True,64.33%
image_00361_output.jpg.jpg,pest,True,64.93%
image_00363_output.jpg.jpg,insect,False,46.72%
image_00374_output.jpg.jpg,pest,True,53.61%
image_00375_output.jpg.jpg,pest,True,48.20%
image_00376_output.jpg.jpg,pest,True,71.53%
image_00378_output.jpg.jpg,insect,False,51.36%
image_00382_output.jpg.jpg,pest,True,57.17%
image_00387_output.jpg.jpg,pest,True,47.31%
image_00389_output.jpg.jpg,pest,True,52.96%
image_00393_output.jpg.jpg,pest,True,54.32%
image_00398_output.jpg.jpg,pest,True,47.46%
image_00404_output.jpg.jpg,insect,False,46.39%
image_00414_output.jpg.jpg,pest,True,75.61%
image_00418_output.jpg.jpg,insect,False,74.55%
image_00420_output.jpg.jpg,pest,True,47.93%
image_00421_output.jpg.jpg,pest,True,55.64%
image_00425_output.jpg.jpg,insect,False,50.88%
image_00427_output.jpg.jpg,insect,False,46.81%
image_00430_output.jpg.jpg,pest,True,76.53%
image_00435_output.jpg.jpg,insect,False,63.29%
image_00440_output.jpg.jpg,pest,True,81.45%
image_00444_output.jpg.jpg,insect,False,86.43%
image_00445_output.jpg.jpg,pest,True,71.73%
image_00447_output.jpg.jpg,pest,True,51.83%
image_00452_output.jpg.jpg,pest,True,61.05%
image_00459_output.jpg.jpg,pest,True,55.37%
image_00463_output.jpg.jpg,insect,False,56.01%
image_00467_output.jpg.jpg,pest,True,65.21%
image_00470_output.jpg.jpg,pest,True,59.59%
image_00471_output.jpg.jpg,pest,True,53.24%
image_00481_output.jpg.jpg,pest,True,72.01%
image_00482_output.jpg.jpg,insect,False,78.66%
image_00489_output.jpg.jpg,insect,False,48.55%
image_00490_output.jpg.jpg,pest,True,59.61%
image_00492_output.jpg.jpg,pest,True,85.90%
image_00495_output.jpg.jpg,pest,True,67.12%
image_00496_output.jpg.jpg,pest,True,74.97%
image_00498_output.jpg.jpg,pest,True,46.56%
image_00502_output.jpg.jpg,pest,True,52.17%
image_00505_output.jpg.jpg,insect,False,60.78%
image_00508_output.jpg.jpg,pest,True,70.48%
image_00511_output.jpg.jpg,insect,False,57.96%
image_00514_output.jpg.jpg,pest,True,61.92%
image_00519_output.jpg.jpg,pest,True,53.64%
image_00523_output.jpg.jpg,insect,False,79.28%
image_00525_output.jpg.jpg,pest,True,74.03%
image_00528_output.jpg.jpg,pest,True,51.05%
image_00532_output.jpg.jpg,insect,False,75.24%
image_00536_output.jpg.jpg,insect,False,82.98%
image_00539_output.jpg.jpg,pest,True,80.11%
image_00545_output.jpg.jpg,pest,True,60.74%
image_00549_output.jpg.jpg,pest,True,56.54%
image_00551_output.jpg.jpg,insect,False,79.83%
image_00554_output.jpg.jpg,pest,True,76.98%
image_00556_output.jpg.jpg,pest,True,77.64%
image_00558_output.jpg.jpg,insect,False,66.16%
image_00560_output.jpg.jpg,pest,True,58.37%
image_00567_output.jpg.jpg,pest,True,65.89%
image_00569_output.jpg.jpg,insect,False,52.34%
image_00570_output.jpg.jpg,pest,True,73.07%
image_00571_output.jpg.jpg,pest,True,61.97%
image_00573_output.jpg.jpg,pest,True,49.48%
image_00579_output.jpg.jpg,insect,False,87.74%
image_00582_output.jpg.jpg,insect,False,79.35%
image_00584_output.jpg.jpg,insect,False,72.56%
image_00588_output.jpg.jpg,insect,False,74.53%
image_00589_output.jpg.jpg,insect,False,64.09%
image_00595_output.jpg.jpg,pest,True,50.27%
image_00603_output.jpg.jpg,insect,False,68.37%
image_00606_output.jpg.jpg,pest,True,85.44%
image_00607_output.jpg.jpg,pest,True,85.80%
image_00609_output.jpg.jpg,pest,True,82.87%
image_00610_output.jpg.jpg,pest,True,54.84%
image_00613_output.jpg.jpg,pest,True,88.24%
image_00618_output.jpg.jpg,pest,True,83.08%
image_00624_output.jpg.jpg,pest,True,84.86%
image_00636_output.jpg.jpg,insect,False,77.56%
image_00640_output.jpg.jpg,pest,True,76.68%
image_00649_output.jpg.jpg,pest,True,86.46%
image_00655_output.jpg.jpg,pest,True,86.14%
image_00656_output.jpg.jpg,pest,True,71.79%
image_00658_output.jpg.jpg,pest,True,80.43%
image_00664_output.jpg.jpg,pest,True,47.93%
image_00665_output.jpg.jpg,pest,True,75.66%
image_00666_output.jpg.jpg,pest,True,59.59%
image_00674_output.jpg.jpg,insect,False,48.02%
image_00677_output.jpg.jpg,pest,True,70.38%
image_00679_output.jpg.jpg,pest,True,56.03%
image_00680_output.jpg.jpg,pest,True,68.86%
image_00686_output.jpg.jpg,insect,False,50.57%
image_00694_output.jpg.jpg,insect,False,66.01%
image_00696_output.jpg.jpg,pest,True,60.16%
image_00697_output.jpg.jpg,insect,False,55.76%
image_00700_output.jpg.jpg,pest,True,80.14%
image_00701_output.jpg.jpg,pest,True,56.98%
image_00706_output.jpg.jpg,pest,True,67.48%
image_00714_output.jpg.jpg,pest,True,48.17%
image_00719_output.jpg.jpg,pest,True,48.93%
image_00729_output.jpg.jpg,pest,True,88.01%
image_00731_output.jpg.jpg,pest,True,55.87%
image_00736_output.jpg.jpg,pest,True,82.84%
image_00737_output.jpg.jpg,pest,True,83.31%
image_00740_output.jpg.jpg,pest,True,62.81%
image_00742_output.jpg.jpg,pest,True,61.43%
image_00747_output.jpg.jpg,insect,False,75.80%
image_00753_output.jpg.jpg,insect,False,81.81%
image_00754_output.jpg.jpg,insect,False,76.75%
image_00761_output.jpg.jpg,insect,False,84.01%
image_00765_output.jpg.jpg,insect,False,86.65%
image_00766_output.jpg.jpg,insect,False,66.07%
image_00769_output.jpg.jpg,insect,False,87.23%
image_00770_output.jpg.jpg,insect,False,69.47%
image_00774_output.jpg.jpg,insect,False,87.78%
image_00782_output.jpg.jpg,insect,False,50.55%
image_00783_output.jpg.jpg,leaf,False,59.52%
image_00784_output.jpg.jpg,insect,False,71.33%
image_00788_output.jpg.jpg,pest,True,60.36%
image_00797_output.jpg.jpg,insect,False,63.92%
image_00800_output.jpg.jpg,insect,False,65.32%
image_00803_output.jpg.jpg,insect,False,83.22%
image_00804_output.jpg.jpg,insect,False,70.89%
image_00806_output.jpg.jpg,insect,False,58.92%
image_00809_output.jpg.jpg,leaf,False,49.12%
image_00815_output.jpg.jpg,insect,False,55.08%
image_00816_output.jpg.jpg,insect,False,81.28%
image_00817_output.jpg.jpg,pest,True,48.94%
image_00819_output.jpg.jpg,insect,False,85.67%
image_00820_output.jpg.jpg,insect,False,62.92%
image_00823_output.jpg.jpg,pest,True,84.66%
image_00831_output.jpg.jpg,insect,False,75.41%
image_00832_output.jpg.jpg,insect,False,77.91%
image_00833_output.jpg.jpg,pest,True,78.14%
image_00836_output.jpg.jpg,insect,False,64.59%
image_00838_output.jpg.jpg,insect,False,79.42%
image_00842_output.jpg.jpg,pest,True,87.16%
image_00844_output.jpg.jpg,insect,False,54.59%
image_00845_output.jpg.jpg,insect,False,54.59%
image_00849_output.jpg.jpg,insect,False,79.91%
image_00854_output.jpg.jpg,insect,False,79.91%
image_00866_output.jpg.jpg,pest,True,70.74%
image_00872_output.jpg.jpg,insect,False,83.53%
image_00876_output.jpg.jpg,insect,False,88.44%
image_00886_output.jpg.jpg,insect,False,89.09%
image_00904_output.jpg.jpg,insect,False,43.94%
image_00910_output.jpg.jpg,pest,True,50.00%
image_00917_output.jpg.jpg,insect,False,74.37%
image_00919_output.jpg.jpg,insect,False,86.07%
image_00920_output.jpg.jpg,insect,False,77.34%
image_00921_output.jpg.jpg,insect,False,59.12%
image_00925_output.jpg.jpg,pest,True,57.03%
image_00929_output.jpg.jpg,insect,False,67.10%
image_00935_output.jpg.jpg,pest,True,78.78%
image_00941_output.jpg.jpg,pest,True,46.40%
image_00944_output.jpg.jpg,pest,True,46.29%
image_00951_output.jpg.jpg,insect,False,73.51%
image_00953_output.jpg.jpg,insect,False,71.21%
image_00954_output.jpg.jpg,pest,True,47.67%
image_00955_output.jpg.jpg,insect,False,53.89%
image_00956_output.jpg.jpg,insect,False,72.15%
image_00958_output.jpg.jpg,insect,False,76.01%
image_00959_output.jpg.jpg,insect,False,77.37%
image_00961_output.jpg.jpg,insect,False,67.48%
image_00962_output.jpg.jpg,insect,False,66.24%
image_00972_output.jpg.jpg,insect,False,78.99%
image_00976_output.jpg.jpg,insect,False,63.16%
image_00983_output.jpg.jpg,insect,False,46.07%
image_00990_output.jpg.jpg,pest,True,46.46%
image_01005_output.jpg.jpg,insect,False,87.71%
image_01006_output.jpg.jpg,pest,True,51.10%
image_01013_output.jpg.jpg,insect,False,75.62%
image_01021_output.jpg.jpg,pest,True,55.47%
image_01023_output.jpg.jpg,insect,False,48.42%
image_01024_output.jpg.jpg,pest,True,49.08%
image_01028_output.jpg.jpg,insect,False,55.26%
image_01030_output.jpg.jpg,pest,True,63.92%
image_01032_output.jpg.jpg,insect,False,62.07%
image_01034_output.jpg.jpg,pest,True,80.13%
image_01037_output.jpg.jpg,pest,True,74.84%
image_01040_output.jpg.jpg,insect,False,86.85%
image_01047_output.jpg.jpg,insect,False,45.28%
image_01051_output.jpg.jpg,pest,True,62.95%
image_01053_output.jpg.jpg,insect,False,87.12%
image_01055_output.jpg.jpg,pest,True,73.55%
image_01058_output.jpg.jpg,pest,True,75.80%
image_01059_output.jpg.jpg,insect,False,54.18%
image_01060_output.jpg.jpg,insect,False,51.84%
image_01072_output.jpg.jpg,insect,False,85.65%
image_01078_output.jpg.jpg,pest,True,71.26%
image_01088_output.jpg.jpg,insect,False,74.40%
image_01092_output.jpg.jpg,insect,False,55.29%
image_01094_output.jpg.jpg,insect,False,53.38%
image_01096_output.jpg.jpg,insect,False,49.13%
image_01099_output.jpg.jpg,pest,True,52.90%
image_01102_output.jpg.jpg,pest,True,49.13%
image_01109_output.jpg.jpg,pest,True,65.15%
image_01114_output.jpg.jpg,pest,True,63.18%
image_01119_output.jpg.jpg,insect,False,69.35%
image_01125_output.jpg.jpg,pest,True,71.48%
image_01127_output.jpg.jpg,pest,True,76.46%
image_01130_output.jpg.jpg,pest,True,58.61%
image_01134_output.jpg.jpg,insect,False,63.36%
image_01138_output.jpg.jpg,pest,True,58.45%
image_01139_output.jpg.jpg,pest,True,49.80%
image_01143_output.jpg.jpg,pest,True,52.51%
image_01144_output.jpg.jpg,insect,False,55.37%
image_01150_output.jpg.jpg,pest,True,52.03%
image_01153_output.jpg.jpg,pest,True,53.81%
image_01161_output.jpg.jpg,insect,False,65.06%
image_01162_output.jpg.jpg,insect,False,82.98%
image_01167_output.jpg.jpg,pest,True,59.19%
image_01171_output.jpg.jpg,pest,True,50.64%
image_01175_output.jpg.jpg,pest,True,45.46%
image_01178_output.jpg.jpg,insect,False,48.79%
image_01181_output.jpg.jpg,insect,False,73.07%
image_01187_output.jpg.jpg,insect,False,63.07%
image_01196_output.jpg.jpg,pest,True,88.58%
image_01198_output.jpg.jpg,pest,True,84.73%
image_01202_output.jpg.jpg,insect,False,54.80%
image_01212_output.jpg.jpg,pest,True,88.87%
image_01216_output.jpg.jpg,pest,True,59.06%
image_01222_output.jpg.jpg,pest,True,86.87%
image_01243_output.jpg.jpg,pest,True,72.68%
image_01247_output.jpg.jpg,pest,True,45.82%
image_01249_output.jpg.jpg,pest,True,82.73%
image_01250_output.jpg.jpg,pest,True,69.43%
image_01251_output.jpg.jpg,leaf,False,68.91%
image_01257_output.jpg.jpg,pest,True,88.54%
image_01258_output.jpg.jpg,pest,True,80.23%
image_01260_output.jpg.jpg,pest,True,88.88%
image_01261_output.jpg.jpg,pest,True,51.24%
image_01267_output.jpg.jpg,pest,True,84.00%
image_01272_output.jpg.jpg,pest,True,72.97%
image_01279_output.jpg.jpg,leaf,False,32.16%
image_01283_output.jpg.jpg,pest,True,73.10%
image_01284_output.jpg.jpg,insect,False,57.19%
image_01287_output.jpg.jpg,pest,True,77.05%
image_01293_output.jpg.jpg,leaf,False,73.79%
image_01296_output.jpg.jpg,pest,True,84.82%
image_01299_output.jpg.jpg,pest,True,88.56%
image_01300_output.jpg.jpg,pest,True,86.63%
image_01301_output.jpg.jpg,insect,False,71.04%
image_01305_output.jpg.jpg,pest,True,84.53%
image_01307_output.jpg.jpg,pest,True,87.59%
image_01310_output.jpg.jpg,pest,True,83.24%
image_01317_output.jpg.jpg,pest,True,65.37%
image_01318_output.jpg.jpg,pest,True,84.99%
image_01321_output.jpg.jpg,pest,True,56.03%
image_01323_output.jpg.jpg,pest,True,69.74%
image_01325_output.jpg.jpg,pest,True,64.17%
image_01337_output.jpg.jpg,pest,True,34.47%
image_01341_output.jpg.jpg,pest,True,36.43%
image_01342_output.jpg.jpg,insect,False,45.91%
image_01346_output.jpg.jpg,insect,False,62.86%
image_01347_output.jpg.jpg,pest,True,88.22%
image_01348_output.jpg.jpg,pest,True,50.07%
image_01357_output.jpg.jpg,insect,False,51.79%
image_01358_output.jpg.jpg,pest,True,84.74%
image_01364_output.jpg.jpg,pest,True,44.23%
image_01373_output.jpg.jpg,pest,True,75.52%
image_01376_output.jpg.jpg,insect,False,87.10%
image_01378_output.jpg.jpg,insect,False,86.04%
image_01379_output.jpg.jpg,insect,False,87.68%
image_01380_output.jpg.jpg,insect,False,84.27%
image_01385_output.jpg.jpg,insect,False,85.18%
image_01387_output.jpg.jpg,insect,False,88.48%
image_01396_output.jpg.jpg,insect,False,82.16%
image_01400_output.jpg.jpg,insect,False,80.32%
image_01406_output.jpg.jpg,insect,False,88.05%
image_01410_output.jpg.jpg,pest,True,87.35%
image_01411_output.jpg.jpg,insect,False,49.34%
image_01412_output.jpg.jpg,insect,False,81.04%
image_01414_output.jpg.jpg,insect,False,58.37%
image_01417_output.jpg.jpg,pest,True,61.11%
image_01419_output.jpg.jpg,insect,False,84.11%
image_01428_output.jpg.jpg,insect,False,77.99%
image_01430_output.jpg.jpg,insect,False,87.25%
image_01432_output.jpg.jpg,insect,False,69.11%
image_01440_output.jpg.jpg,insect,False,87.70%
image_01443_output.jpg.jpg,insect,False,76.31%
image_01447_output.jpg.jpg,pest,True,48.23%
image_01456_output.jpg.jpg,insect,False,68.91%
image_01458_output.jpg.jpg,insect,False,82.09%
image_01465_output.jpg.jpg,insect,False,56.46%
image_01470_output.jpg.jpg,insect,False,85.10%
image_01472_output.jpg.jpg,insect,False,71.44%
image_01494_output.jpg.jpg,pest,True,57.91%
image_01496_output.jpg.jpg,insect,False,86.52%
image_01500_output.jpg.jpg,insect,False,77.65%
image_01507_output.jpg.jpg,insect,False,86.05%
image_01518_output.jpg.jpg,pest,True,62.54%
image_01520_output.jpg.jpg,insect,False,85.48%
image_01523_output.jpg.jpg,insect,False,83.03%
image_01524_output.jpg.jpg,insect,False,85.83%
image_01525_output.jpg.jpg,insect,False,88.28%
image_01540_output.jpg.jpg,pest,True,48.37%
image_01541_output.jpg.jpg,insect,False,70.54%
image_01548_output.jpg.jpg,insect,False,77.40%
image_01551_output.jpg.jpg,insect,False,54.19%
image_01554_output.jpg.jpg,insect,False,79.77%
image_01556_output.jpg.jpg,insect,False,67.96%
image_01570_output.jpg.jpg,insect,False,89.32%
image_01572_output.jpg.jpg,insect,False,82.29%
image_01575_output.jpg.jpg,insect,False,87.38%
image_01577_output.jpg.jpg,insect,False,67.16%
image_01578_output.jpg.jpg,pest,True,53.34%
image_01580_output.jpg.jpg,insect,False,86.83%
image_01581_output.jpg.jpg,insect,False,83.46%
image_01585_output.jpg.jpg,insect,False,83.66%
image_01588_output.jpg.jpg,insect,False,88.79%
image_01595_output.jpg.jpg,insect,False,72.85%
image_01601_output.jpg.jpg,insect,False,87.57%
image_01605_output.jpg.jpg,insect,False,77.16%
image_01606_output.jpg.jpg,insect,False,87.23%
image_01614_output.jpg.jpg,pest,True,74.27%
image_01619_output.jpg.jpg,insect,False,82.49%
image_01621_output.jpg.jpg,insect,False,87.55%
image_01622_output.jpg.jpg,insect,False,81.87%
image_01623_output.jpg.jpg,insect,False,77.74%
image_01629_output.jpg.jpg,insect,False,65.04%
image_01635_output.jpg.jpg,insect,False,84.86%
image_01637_output.jpg.jpg,insect,False,66.18%
image_01643_output.jpg.jpg,insect,False,54.20%
image_01646_output.jpg.jpg,insect,False,56.66%
image_01650_output.jpg.jpg,insect,False,86.37%
image_01652_output.jpg.jpg,insect,False,85.41%
image_01669_output.jpg.jpg,insect,False,74.14%
image_01670_output.jpg.jpg,insect,False,87.45%
image_01672_output.jpg.jpg,insect,False,59.95%
image_01679_output.jpg.jpg,insect,False,64.97%
image_01682_output.jpg.jpg,insect,False,76.42%
image_01686_output.jpg.jpg,insect,False,71.72%
image_01688_output.jpg.jpg,pest,True,56.43%
image_01690_output.jpg.jpg,insect,False,75.00%
image_01691_output.jpg.jpg,insect,False,60.64%
image_01694_output.jpg.jpg,insect,False,73.85%
image_01695_output.jpg.jpg,pest,True,81.09%
image_01707_output.jpg.jpg,insect,False,81.97%
image_01708_output.jpg.jpg,pest,True,50.31%
image_01715_output.jpg.jpg,pest,True,50.04%
image_01720_output.jpg.jpg,pest,True,59.63%
image_01722_output.jpg.jpg,insect,False,52.10%
image_01725_output.jpg.jpg,insect,False,50.98%
image_01733_output.jpg.jpg,insect,False,52.65%
image_01741_output.jpg.jpg,insect,False,51.31%
image_01746_output.jpg.jpg,insect,False,71.37%
image_01747_output.jpg.jpg,insect,False,59.31%
image_01756_output.jpg.jpg,insect,False,57.68%
image_01762_output.jpg.jpg,insect,False,64.07%
image_01763_output.jpg.jpg,pest,True,56.80%
image_01770_output.jpg.jpg,insect,False,88.42%
image_01774_output.jpg.jpg,insect,False,76.47%
image_01788_output.jpg.jpg,insect,False,63.55%
image_01790_output.jpg.jpg,insect,False,77.49%
image_01791_output.jpg.jpg,insect,False,84.45%
image_01793_output.jpg.jpg,insect,False,71.99%
image_01794_output.jpg.jpg,pest,True,57.58%
image_01796_output.jpg.jpg,insect,False,61.97%
image_01798_output.jpg.jpg,insect,False,59.41%
image_01804_output.jpg.jpg,insect,False,51.16%
image_01805_output.jpg.jpg,pest,True,71.49%
image_01812_output.jpg.jpg,pest,True,52.71%
image_01814_output.jpg.jpg,pest,True,71.17%
image_01815_output.jpg.jpg,pest,True,73.04%
image_01817_output.jpg.jpg,pest,True,66.44%
image_01818_output.jpg.jpg,pest,True,63.13%
image_01821_output.jpg.jpg,insect,False,86.82%
image_01826_output.jpg.jpg,insect,False,72.73%
image_01828_output.jpg.jpg,insect,False,82.18%
image_01829_output.jpg.jpg,insect,False,75.80%
image_01831_output.jpg.jpg,insect,False,84.69%
image_01832_output.jpg.jpg,insect,False,69.40%
image_01835_output.jpg.jpg,insect,False,77.51%
image_01838_output.jpg.jpg,insect,False,77.89%
image_01840_output.jpg.jpg,pest,True,59.65%
image_01866_output.jpg.jpg,insect,False,78.72%
image_01868_output.jpg.jpg,insect,False,45.97%
image_01871_output.jpg.jpg,pest,True,45.55%
image_01872_output.jpg.jpg,pest,True,71.35%
image_01874_output.jpg.jpg,pest,True,88.32%
image_01878_output.jpg.jpg,pest,True,56.30%
image_01888_output.jpg.jpg,pest,True,85.28%
image_01903_output.jpg.jpg,pest,True,80.05%
image_01905_output.jpg.jpg,pest,True,56.07%
image_01907_output.jpg.jpg,insect,False,88.84%
image_01912_output.jpg.jpg,pest,True,78.03%
image_01913_output.jpg.jpg,insect,False,88.96%
image_01918_output.jpg.jpg,insect,False,89.12%
image_01921_output.jpg.jpg,insect,False,89.38%
image_01929_output.jpg.jpg,insect,False,89.39%
image_01934_output.jpg.jpg,insect,False,78.78%
image_01940_output.jpg.jpg,insect,False,88.83%
image_01944_output.jpg.jpg,insect,False,84.53%
image_01949_output.jpg.jpg,insect,False,88.95%
image_01955_output.jpg.jpg,insect,False,88.81%
image_01959_output.jpg.jpg,insect,False,88.99%
image_01962_output.jpg.jpg,insect,False,84.99%
image_01963_output.jpg.jpg,insect,False,88.59%
image_01967_output.jpg.jpg,insect,False,88.61%
image_01970_output.jpg.jpg,insect,False,86.86%
image_01971_output.jpg.jpg,insect,False,87.88%
image_01981_output.jpg.jpg,insect,False,84.63%
image_01983_output.jpg.jpg,insect,False,89.09%
image_01984_output.jpg.jpg,insect,False,84.95%
image_01985_output.jpg.jpg,insect,False,82.83%
image_01987_output.jpg.jpg,insect,False,87.33%
image_01988_output.jpg.jpg,insect,False,86.91%
image_01991_output.jpg.jpg,insect,False,87.01%
image_01993_output.jpg.jpg,insect,False,89.25%
image_01998_output.jpg.jpg,insect,False,84.37%
image_02007_output.jpg.jpg,insect,False,49.83%
image_02012_output.jpg.jpg,pest,True,49.18%
image_02021_output.jpg.jpg,insect,False,89.10%
image_02024_output.jpg.jpg,insect,False,44.82%
image_02029_output.jpg.jpg,pest,True,47.70%
image_02031_output.jpg.jpg,insect,False,46.11%
image_02033_output.jpg.jpg,insect,False,58.32%
image_02035_output.jpg.jpg,insect,False,58.51%
image_02036_output.jpg.jpg,insect,False,58.24%
image_02044_output.jpg.jpg,insect,False,81.33%
image_02046_output.jpg.jpg,insect,False,47.35%
pred_output.jpg.jpg,pest,True,52.26%
raw_image_output.jpg.jpg,pest,True,48.58%
